order,family,genus,species,model,GHMI_estimate,GHMI_se,GHMI_tval,GHMI_pval,adj_r2,dev_exp,dev_exp_diff_comp_null,sample_size,model_weight_comp_null,spatial_pval,delta_AIC
Lepidoptera,Papilionidae,Papilio,Papilio glaucus,duration,-0.8668255723520797,9.926426991340962,-0.08732503378186637,0.9304597499731744,0.1998546637495484,0.22036005034200432,1.412898877567459e-4,386,0.26911652250623513,0,1.9982191811027405
Lepidoptera,Papilionidae,Papilio,Papilio glaucus,onset,18.61014379609026,9.30398940979968,2.000232693352877,0.046198213035070386,0.167459031478167,0.19177586625012985,0.007983309211986311,386,0.7016284327033233,0,0
Lepidoptera,Papilionidae,Papilio,Papilio glaucus,offset,18.49175438855827,4.426941727121512,4.177094601284031,3.661900802545121e-5,0.12832663694489987,0.13532535091726805,0.020656804039913698,386,0.9996861744516707,7.912003339161089e-7,0
Hymenoptera,Apidae,Bombus,Bombus impatiens,duration,41.90489509306205,11.288067415968056,3.712317932632432,2.455809263731038e-4,0.09732533026534684,0.12320565539569298,0.035759766877513435,304,0.9953977161153821,0.11963212928337252,0
Hymenoptera,Apidae,Bombus,Bombus impatiens,onset,-6.883755486485247,10.778538503378606,-0.638653884692019,0.5235422938655887,0.02778268807633677,0.050883164360077934,0.0012669344106478464,304,0.3182357502846208,0.27249697585715366,1.5237829239399616
Hymenoptera,Apidae,Bombus,Bombus impatiens,offset,35.281796360558545,6.715691864255287,5.253635377219767,2.8574731958909113e-7,0.12298488953922904,0.1437735545104325,0.06708523176366132,304,0.9999749871207679,0.43987999364016434,0
Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,duration,61.45497377090217,19.010001289341062,3.232770626131418,0.0014198698288697357,0.20089506881114783,0.22653122148064928,0.04331786333337728,222,0.9932916206311536,7.731509917285884e-7,0
Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,onset,-59.46377975279832,19.703822801939083,-3.017880355021585,0.002855429148783017,0.11058926996048235,0.14198968885612193,0.04283593847261136,222,0.9846349755074976,0.006335934171593172,0
Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,offset,4.308847087442278,12.611824459952691,0.34165136861240786,0.732945856900968,0.14400914026326428,0.16446832094092964,-8.167274541410197e-4,222,0.27562611504646767,3.98339942142556e-6,1.9325247661154208
Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,duration,-4.253084972359831,12.070435724165522,-0.35235554619167353,0.7249392715858582,0.28700748042681934,0.3243581908953559,0.002330584482493847,214,0.2806708699757206,0,1.8822726243411125
