"","grid_id","temp","prcp"
"1",1,18.2985293076471,4.35642904694118
"2",2,18.3717836579412,4.33042666494118
"3",3,18.2630265329412,4.37722196870588
"4",4,18.0918505470588,4.43037005570588
"5",5,18.0626223623529,4.41781659894118
"6",6,17.9144037117647,4.45761614411765
"7",7,17.8930263170588,4.32950457417647
"8",8,17.9072262264706,4.21122847547059
"9",9,17.9083733170588,4.16014253147059
"10",10,17.7674125279412,4.19561690223529
"11",11,17.7749126777059,4.13788789658823
"12",12,17.780936315,4.074375662
"13",13,17.6141453609118,4.11310127017647
"14",14,17.4930130130588,4.15687421394118
"15",15,17.6225623744118,4.23838094558824
"16",16,17.6303159038235,4.25012420229412
"17",17,17.6509633541765,4.26837045917647
"18",18,17.8100514188235,4.23758985582353
"19",19,17.9948139802941,4.18211442788235
"20",20,17.9926169285294,4.18008417517647
"21",21,18.0531232620588,4.16835309129412
"22",22,18.0542066617647,4.16153976511765
"23",23,18.4240167520588,4.01809246247059
"24",24,18.4190395867647,4.01815264752941
"25",25,18.5194671191176,3.99778343905882
"26",26,18.5664111347059,4.00119778841176
"27",27,18.178563285,4.42499110747059
"28",28,18.2387779567647,4.39654678335294
"29",29,18.1995461773529,4.39211409705882
"30",30,18.0977053788235,4.40970338958823
"31",31,17.9559600485294,4.44693867747059
"32",32,17.8970992347059,4.46771013311765
"33",33,17.8394883285294,4.48156878164706
"34",34,17.9291653170588,4.34164763376471
"35",35,17.9678851311765,4.22863304470588
"36",36,17.9497985341176,4.17159254611765
"37",37,17.8387830538235,4.18463832076471
"38",38,17.7827527638235,4.19932590117647
"39",39,17.6576332144706,4.19771180558824
"40",40,17.5906551356765,4.22464895782353
"41",41,17.4673162292059,4.26086337117647
"42",42,17.4249951192941,4.28512220752941
"43",43,17.3548049963824,4.31152799635294
"44",44,17.3144890417353,4.34801037282353
"45",45,17.3401232123529,4.36231521688235
"46",46,17.4194997350294,4.36365651611765
"47",47,17.5805921012353,4.32055236047059
"48",48,17.6221009747647,4.31089271929412
"49",49,17.6868102983529,4.293514628
"50",50,17.9583020758824,4.22340753405882
"51",51,18.3066851535294,4.10097746829412
"52",52,18.2853480402941,4.08044937141177
"53",53,18.1711583744118,4.10858543847059
"54",54,18.2595986679412,4.09726116888235
"55",55,18.3487701202941,4.09952188447059
"56",56,18.3634598908824,4.12323604135294
"57",57,18.3528583861765,4.12058495535294
"58",58,18.4080141332353,4.07365313564706
"59",59,18.0813986997059,4.42307209617647
"60",60,18.16157601,4.43071925476471
"61",61,18.1035488170588,4.47578686752941
"62",62,18.1407705570588,4.46422487564706
"63",63,17.9990379,4.49066795658824
"64",64,17.8383202373529,4.49587228588235
"65",65,17.6774970532353,4.53490570694118
"66",66,17.7381050123529,4.51223774223529
"67",67,17.7381793358824,4.51408138635294
"68",68,17.8097939008824,4.42285300058824
"69",69,17.8327122929412,4.36239573276471
"70",70,17.7357272961471,4.32761840317647
"71",71,17.5687068486471,4.33774072452941
"72",72,17.3717119398235,4.39479613482353
"73",73,17.2898721498529,4.42399046923529
"74",74,17.3137120098235,4.44677908964706
"75",75,17.3772656054412,4.43916679464706
"76",76,17.3031585258824,4.44243112523529
"77",77,17.349978572,4.40882995535294
"78",78,17.2273506719706,4.43258819258824
"79",79,17.1450506808529,4.47124861694118
"80",80,17.2804111319118,4.43616377676471
"81",81,17.3746462215588,4.40002172535294
"82",82,17.5824227429706,4.34677940194118
"83",83,17.7818760155882,4.30089530441176
"84",84,18.0716067302941,4.23862448688235
"85",85,18.0488211558824,4.22569347894118
"86",86,18.11903618,4.16139143047059
"87",87,18.0180676802941,4.16057917435294
"88",88,17.8663095679412,4.23139557794118
"89",89,17.9260220626471,4.24323013529412
"90",90,18.1068529741176,4.22149609058824
"91",91,18.2066230355882,4.18396404741176
"92",92,18.2600681826471,4.12611952041176
"93",93,18.2319342035294,4.11472244941177
"94",94,18.1426135982353,4.126700716
"95",95,18.1073524,4.14372561823529
